ISBN,Product title,Brand,Pub Date,Retailer sales out last week,Retailer number of units in stock,Retailer projected weeks of stock on Hand,Number of units reatiler has ordered from DK,Current number of units in DK warehouse,Print status,Current Preorders total,Reprint Quantity,Reprint Date,Forecast sales for this week,Forecast sales for next 4 weeks,Forecast sales for next 12 weeks,Stock Risk
9780241198681,"Handwriting Made Easy: Confident Writing, Ages 7-11 (Key Stage 2): Supports the National Curriculum, Handwriting Practice Book (Made Easy Workbooks)",DK Children 0-9,2015-07-01,151,341,2.6690647482014387,74,4020,In Print,0.0,0.0,,139.0,537.0,1542.0,Low
9781464244650,Scarred (Collector's Edition): 2 (Never After),DK Other,2025-08-05,146,0,0.0,0,0,NOT YET PUBLISHED,789.0,0.0,,411.0,308.0,679.0,High
9780241661314,"Warhammer 40,000 The Ultimate Guide",DK Licensing,2024-10-03,122,1372,7.4748603351955305,0,958,In Print,0.0,4872.0,2025-03-19,179.0,677.0,1841.0,Low
9780241633434,The Money-Saving Gardener: Create Your Dream Garden at a Fraction of the Cost: THE SUNDAY TIMES BESTSELLER,DK Life,2024-02-08,136,656,6.46,10,1820,In Print,0.0,0.0,,100.0,411.0,1192.0,Low
9780241439968,My Very First Bible Stories,DK Children 0-9,2020-09-03,142,625,4.803149606299213,11,3819,In Print,0.0,5000.0,2025-04-14,127.0,519.0,1652.0,Low
9781464221378,The Teacher: From the Sunday Times Bestselling Author of The Housemaid,DK Other,2024-02-06,133,1761,10.770700636942674,0,7193,Reprinting,0.0,0.0,,157.0,572.0,1610.0,Low
9780241612866,DK Top 10 Malta and Gozo (Pocket Travel Guide),DK Travel,2023-03-02,130,511,3.464788732394366,0,390,In Print,0.0,0.0,,142.0,517.0,1459.0,Low
9780241676851,DK Top 10 Rome (Pocket Travel Guide),DK Travel,2024-09-05,113,385,3.398230088495575,11,5921,In Print,0.0,0.0,,113.0,435.0,1223.0,Low
9780241333112,Pop-Up Peekaboo! Under The Sea,DK Children 0-9,2018-06-07,126,474,2.8950617283950617,118,9002,In Print,0.0,0.0,,162.0,659.0,2162.0,Low
9780241515495,RSPB Pocket Birds of Britain and Europe 5th Edition,DK Knowledge,2022-01-06,111,311,2.9019607843137254,1,641,In Print,0.0,3000.0,2025-04-04,102.0,360.0,1037.0,Low
9780241466797,"10 Minutes A Day Spelling, Ages 7-11 (Key Stage 2): Supports the National Curriculum, Helps Develop Strong English Skills",DK Childrens 9+,2020-04-23,105,436,3.5702479338842976,45,4284,In Print,0.0,4000.0,2025-01-23,121.0,482.0,1433.0,Low
9780241673195,DK Japan (Travel Guide),DK Travel,2024-09-12,108,456,3.443548387096774,0,0,Reprinting,0.0,3000.0,2025-02-24,124.0,445.0,1243.0,Low
9781405332484,My Little Picture Bible (Childrens Bible),DK Children 0-9,2008-11-03,106,361,3.086206896551724,12,5685,In Print,0.0,4000.0,2025-02-03,116.0,470.0,1531.0,Low
9781405329132,Baby Touch and Feel Animals,DK Children 0-9,2008-02-01,117,2010,14.795620437956204,0,14538,In Print,0.0,0.0,,137.0,556.0,1970.0,Low
9781409365426,"10 Minutes A Day Maths, Ages 7-9 (Key Stage 2): Supports the National Curriculum, Helps Develop Strong Maths Skills",DK Children 0-9,2013-01-17,111,444,4.155172413793103,3,2256,In Print,0.0,5000.0,2025-03-03,116.0,452.0,1326.0,Low
9780241661680,Eat Your Way to a Six Pack: The Ultimate 75 Day Transformation Plan: THE SUNDAY TIMES BESTSELLER,DK Life,2023-12-28,100,425,1.9950738916256157,0,21149,In Print,0.0,0.0,,203.0,504.0,1205.0,Low
9781728276229,If Only I Had Told Her: The Instant #1 Sunday Times Bestseller,DK Other,2024-02-06,103,2422,10.516587677725118,0,21238,In Print,0.0,0.0,,211.0,780.0,2132.0,Low
9780241718698,Pop-Up Peekaboo! Sesame Street Elmo Loves You,DK Licensing,2025-01-02,92,137,1.7078651685393258,0,0,Reprint under Review,0.0,0.0,,89.0,368.0,1152.0,High
9780241676585,DK Top 10 Paris (Pocket Travel Guide),DK Travel,2024-09-05,104,333,3.9069767441860463,1,4024,In Print,0.0,0.0,,86.0,333.0,1019.0,Low
9780751357769,A Child's First Bible (First Bible Stories),DK Children 0-9,2000-10-05,90,435,3.8035714285714284,13,4616,In Print,0.0,5000.0,2025-02-03,112.0,407.0,1169.0,Low
9780241661697,High-Protein Meals in Minutes: From Sunday Times Bestselling author of EAT YOUR WAY TO A SIX PACK,DK Life,2024-12-19,89,1124,6.508771929824562,0,10763,In Print,0.0,0.0,,171.0,545.0,1434.0,Low
9780241641439,The Self-Sufficiency Garden: Feed Your Family and Save Money: THE #1 SUNDAY TIMES BESTSELLER,DK Life,2024-03-07,97,2693,15.849056603773585,0,12168,In Print,0.0,0.0,,159.0,684.0,1882.0,Low
9780241318164,The Best Ever Baking Book: How to Bake Delicious Things to Eat (DK's Best Ever Cook Books),DK Children 0-9,2017-10-05,96,874,10.987341772151899,0,3813,In Print,0.0,0.0,,79.0,303.0,1011.0,Low
9780241651339,LEGO Star Wars Visual Dictionary Updated Edition: With Exclusive Star Wars Minifigure,DK Licensing,2024-04-04,82,473,6.51948051948052,0,11434,In Print,0.0,0.0,,77.0,328.0,1079.0,Low
9780241675663,DK Top 10 Barcelona (Pocket Travel Guide),DK Travel,2024-09-05,86,179,3.5416666666666665,48,5085,In Print,0.0,0.0,,48.0,186.0,592.0,Low
9780241647004,Pop-Up Peekaboo! Disney Winnie the Pooh,DK Licensing,2024-04-04,87,304,3.875,57,3431,In Print,0.0,0.0,,72.0,270.0,841.0,Low
9780241622322,DK Top 10 Madeira (Pocket Travel Guide),DK Travel,2023-10-05,75,272,3.032608695652174,5,2977,In Print,0.0,2500.0,2025-01-20,92.0,305.0,832.0,Low
9780241182321,10 Minutes a Day Fractions,DK Children 0-9,2015-01-16,82,328,4.077922077922078,19,2069,In Print,0.0,2000.0,2025-01-23,77.0,292.0,832.0,Low
9780241533376,My First Words: Let's Get Talking (My First Tabbed Board Book),DK Children 0-9,2022-08-04,83,244,4.568965517241379,0,10519,In Print,0.0,5000.0,2025-02-03,58.0,224.0,680.0,Low
9781409365433,"10 Minutes A Day Maths, Ages 9-11 (Key Stage 2): Supports the National Curriculum, Helps Develop Strong Maths Skills",DK Children 0-9,2013-01-17,74,342,3.41,0,2680,In Print,0.0,0.0,,100.0,375.0,1066.0,Low
9780241707678,Finger Foods for Babies and Toddlers: From the No. 1 Children's Cookery Author,DK Life,2025-02-06,79,246,3.3970588235294117,55,4597,In Print,0.0,6000.0,2025-01-07,68.0,270.0,580.0,Low
9780241676318,DK Top 10 New York City (Pocket Travel Guide),DK Travel,2024-09-05,76,260,3.765625,1,6662,In Print,0.0,0.0,,64.0,239.0,770.0,Low
9781728292908,Bum or Face,DK Other,2023-07-31,68,291,3.392405063291139,4,2156,In Print,0.0,0.0,,79.0,287.0,860.0,Low
9780241715284,"Fit at 50: Your Guide to a Stronger, Fitter, and Happier (Mid) Life in Just 6 Weeks",DK Life,2025-03-06,67,0,0.0,0,10544,NOT YET PUBLISHED,1242.0,300.0,2025-02-06,136.0,2227.0,5297.0,Low
9781405314510,Train Ultimate Sticker Book,DK Children 0-9,2006-02-02,67,574,6.184782608695652,0,841,In Print,0.0,0.0,,92.0,382.0,1225.0,Low
9780241247280,Ocean Ultimate Sticker Book,DK Children 0-9,2016-03-01,72,299,4.153846153846154,0,1731,In Print,0.0,2000.0,2025-03-03,78.0,296.0,930.0,Low
9780241664834,DK Krakow (Travel Guide),DK Travel,2024-04-04,66,210,3.3220338983050848,8,1983,In Print,0.0,2000.0,2025-01-20,59.0,225.0,696.0,Low
9780241630204,The Lonely Otter: A Heart-Warming Story About Love and Friendship (First Seasonal Stories),DK Children 0-9,2023-12-07,67,22,0.5714285714285714,38,460,In Print,0.0,0.0,,35.0,86.0,136.0,Low
9780241247358,Space Ultimate Sticker Book,DK Children 0-9,2016-06-01,71,251,4.234375,0,1937,In Print,0.0,2000.0,2025-01-07,64.0,245.0,759.0,Low
9780241612828,DK Top 10 Porto (Pocket Travel Guide),DK Travel,2023-03-02,72,250,3.591549295774648,4,726,In Print,0.0,0.0,,71.0,285.0,868.0,Low
9780241656693,English for Everyone Course Book Level 1 Beginner: A Complete Self-Study Programme (DK English for Everyone),DK Learning,2024-06-06,70,1118,8.56910569105691,7,3185,In Print,0.0,0.0,,123.0,433.0,1299.0,Low
9780241286838,StarFinder for Beginners,DK Childrens 9+,2017-10-05,63,172,3.5283018867924527,19,674,In Print,0.0,0.0,,53.0,161.0,414.0,Low
9781409341406,"10 Minutes A Day Times Tables, Ages 9-11 (Key Stage 2): Supports the National Curriculum, Helps Develop Strong Maths Skills (DK 10 Minutes a Day)",DK Children 0-9,2014-01-16,71,468,5.585365853658536,0,3654,In Print,0.0,3000.0,2025-01-21,82.0,321.0,922.0,Low
9780241467084,Ultimate Sticker Book Tractor,DK Children 0-9,2021-01-07,67,923,15.952380952380953,0,2357,In Print,0.0,0.0,,63.0,270.0,987.0,Low
9780241585108,The Bedtime Book of Dinosaurs and Other Prehistoric Life: Meet More Than 100 Creatures From Long Ago (The Bedtime Books),DK Children 0-9,2023-04-06,64,485,9.098039215686274,0,892,In Print,0.0,0.0,,51.0,186.0,558.0,Low
9780241668214,DK Top 10 Athens (Pocket Travel Guide),DK Travel,2024-05-02,68,270,3.9714285714285715,1,484,In Print,0.0,0.0,,70.0,254.0,784.0,Low
9780241283066,"My Book of Rocks and Minerals: Things to Find, Collect, and Treasure",DK Children 0-9,2017-07-06,60,630,9.319444444444445,0,4304,In Print,0.0,0.0,,72.0,277.0,894.0,Low
9780241520918,The Day-by-Day Pregnancy Book: Count Down Your Pregnancy Day by Day with Advice from a Team of Experts,DK Life,2022-12-01,59,257,4.466666666666667,9,837,In Print,0.0,1500.0,2025-02-20,60.0,230.0,717.0,Low
9780241588277,The Minecraft Ideas Book: Create the Real World in Minecraft with 70+ Awesome Builds,DK Licensing,2023-10-05,64,538,11.465116279069768,11,1873,In Print,0.0,4000.0,2025-03-17,43.0,166.0,521.0,Low
9780751344387,The Ultimate Dinosaur Glow in the Dark Sticker Book (Ultimate Stickers) (Ultimate Sticker Book),DK Children 0-9,2002-01-31,56,686,9.557142857142857,0,0,Reprinting,0.0,3000.0,2025-03-03,70.0,316.0,1103.0,Low
9780241618653,DK Top 10 Copenhagen (Pocket Travel Guide),DK Travel,2023-08-03,66,355,4.467532467532467,0,2083,In Print,0.0,2500.0,2025-01-15,77.0,300.0,944.0,Low
9781728297408,Hexed: INSTANT #1 SUNDAY TIMES BESTSELLER: A Dark Contemporary Romance (Never After),DK Other,2024-11-05,54,2789,73.85714285714286,0,11319,In Print,0.0,0.0,,35.0,134.0,404.0,Low
9780241721247,Baby's First Valentine's Day (Baby's First Holidays),DK Children 0-9,2024-11-07,55,110,2.5869565217391304,40,1899,In Print,0.0,0.0,,46.0,210.0,548.0,Low
9780241676165,DK Top 10 Lisbon (Pocket Travel Guide),DK Travel,2024-09-05,60,316,5.166666666666667,1,4352,In Print,0.0,0.0,,66.0,246.0,773.0,Low
9780241593288,Table for Two: Recipes for the Ones You Love,DK Life,2023-01-19,61,492,9.306122448979592,0,0,Reprinting,0.0,2000.0,2025-02-12,49.0,109.0,276.0,Low
9780241667675,Tweedy: The Clown Who Lost His Nose,DK Children 0-9,2025-02-06,55,221,5.743589743589744,43,950,In Print,0.0,0.0,,39.0,195.0,591.0,Low
9781728270111,That's Not My Name,DK Other,2024-01-26,59,324,5.075757575757576,54,333,In Print,0.0,0.0,,66.0,224.0,659.0,Low
9780241607800,Girls Just Wanna Have Funds: A Feminist Guide to Investing: THE SUNDAY TIMES BESTSELLER,DK Life,2022-12-29,56,1732,22.875,0,7529,In Print,0.0,5000.0,2025-01-20,80.0,295.0,841.0,Low
9781405392570,Baby Touch and Feel Farm Animals,DK Children 0-9,2012-01-19,61,234,4.017857142857143,10,2969,In Print,0.0,0.0,,56.0,248.0,876.0,Low
9781464249136,No More Secrets: A Small Town Opposites Attract Romcom (Blue Moon),DK Other,2024-12-12,50,308,19.625,0,12532,In Print,0.0,0.0,,16.0,41.0,101.0,Low
9780241462867,DK Top 10 Budapest (Pocket Travel Guide),DK Travel,2022-07-21,50,251,3.1052631578947367,2,3319,In Print,0.0,4000.0,2025-02-21,76.0,312.0,988.0,Low
9781728292618,Bewitched (The Bewitched Series),DK Other,2023-04-18,49,596,10.48076923076923,0,1168,In Print,0.0,0.0,,52.0,135.0,377.0,Low
9780241530481,"Mrs Wordsmith Storyteller's Word A Day, Ages 7-11 (Key Stage 2): Boost Vocabulary and Storytelling with 180 New Words + 3 Months of Word Tag Video Game",DK Licensing,2021-08-26,51,331,4.22972972972973,0,2393,In Print,0.0,0.0,,74.0,268.0,786.0,Low
9780241656716,English for Everyone Practice Book Level 1 Beginner: A Complete Self-Study Programme (DK English for Everyone),DK Learning,2024-06-06,50,1050,9.767676767676768,0,3139,In Print,0.0,0.0,,99.0,372.0,1107.0,Low
9781648766541,What to Do When You Feel Like Hitting: A No Hitting Book for Toddlers (Big Feelings Books for Toddlers),DK Other,2021-07-15,53,30,0.6037735849056604,0,0,Reprinting,0.0,0.0,,53.0,189.0,588.0,High
9780241664537,The Human Body Colouring Book: The Ultimate Anatomy Study Guide (DK Human Body Guides),DK Knowledge,2024-06-06,53,258,3.5074626865671643,0,1465,In Print,0.0,1500.0,2025-01-23,67.0,236.0,663.0,Low
9780241663028,DK Seville and Andalucia (Travel Guide),DK Travel,2024-02-01,54,377,6.421052631578948,24,911,In Print,0.0,2500.0,2025-02-25,57.0,219.0,608.0,Low
9780241615935,DK Top 10 Madrid (Pocket Travel Guide),DK Travel,2023-08-03,56,153,2.5925925925925926,3,1487,In Print,0.0,1000.0,2025-02-04,54.0,194.0,568.0,Low
9780241481844,The Permaculture Garden: A Practical Approach to Year-round Harvests,DK Life,2025-03-13,51,0,0.0,0,13439,NOT YET PUBLISHED,393.0,12000.0,2025-01-20,74.0,670.0,4432.0,Low
9780241675571,DK Rome (Travel Guide),DK Travel,2024-09-05,51,295,4.848484848484849,0,4046,In Print,0.0,0.0,,66.0,242.0,748.0,Low
9780241661543,Compost: Transform Waste into New Life,DK Life,2024-09-05,53,1012,21.68888888888889,0,0,Reprinting,0.0,2000.0,2025-03-28,45.0,169.0,532.0,Low
9781464228629,The Tenant,DK Other,2025-05-06,45,0,0.0,0,0,NOT YET PUBLISHED,640.0,0.0,,297.0,1128.0,6127.0,High
9780241664926,DK Venice and the Veneto (Travel Guide),DK Travel,2024-04-04,53,106,2.9473684210526314,6,1326,In Print,0.0,0.0,,38.0,139.0,416.0,Low
9780241446614,Digital Photography Complete Course: Everything You Need to Know in 20 Weeks,DK Knowledge,2021-01-07,49,445,6.9491525423728815,1,1307,In Print,0.0,1990.0,2025-01-15,59.0,198.0,538.0,Low
9780241676714,DK Top 10 Prague (Pocket Travel Guide),DK Travel,2024-11-07,48,227,5.255813953488372,0,6273,In Print,0.0,0.0,,43.0,158.0,518.0,Low
9780241617724,DK Top 10 Istanbul (Pocket Travel Guide),DK Travel,2023-06-01,46,112,2.7111111111111112,13,2222,In Print,0.0,0.0,,45.0,176.0,547.0,Low
9781402238178,The Most Special Flower Girl: All the Best Things about Being in a Wedding,DK Other,2010-05-01,44,65,1.7894736842105263,0,0,Reprint under Review,0.0,0.0,,38.0,158.0,473.0,High
9781409344858,"Maths Made Easy: Beginner, Ages 10-11 (Key Stage 2): Supports the National Curriculum, Maths Exercise Book (Made Easy Workbooks)",DK Children 0-9,2014-07-01,49,239,6.2105263157894735,0,1663,In Print,0.0,0.0,,38.0,147.0,442.0,Low
9780241677070,DK Top 10 Marrakech (Pocket Travel Guide),DK Travel,2025-01-02,48,373,6.017543859649122,0,5158,In Print,0.0,0.0,,57.0,222.0,688.0,Low
9780241342077,Pop-Up Peekaboo! Baby Dinosaur,DK Children 0-9,2018-06-07,43,276,3.8767123287671232,0,1374,In Print,0.0,0.0,,73.0,271.0,843.0,Low
9780241608425,RHS Ultimate Sticker Book Garden Bugs: New Edition with More than 250 Stickers,DK Children 0-9,2023-07-06,44,263,4.961538461538462,0,3118,In Print,0.0,0.0,,52.0,213.0,771.0,Low
9780241615829,DK Top 10 Amsterdam (Pocket Travel Guide) (Cover may vary),DK Travel,2023-08-03,48,366,5.164179104477612,1,2605,In Print,0.0,3500.0,2025-01-09,67.0,245.0,722.0,Low
9780241618752,DK Top 10 Vienna (Pocket Travel Guide),DK Travel,2023-08-03,49,278,4.59375,0,3145,In Print,0.0,2000.0,2025-01-29,64.0,245.0,759.0,Low
9780241673249,DK New York City (Travel Guide),DK Travel,2024-09-05,46,241,4.625,4,2471,In Print,0.0,0.0,,48.0,178.0,579.0,Low
9781409341420,"10 Minutes A Day Spelling, Ages 5-7 (Key Stage 1): Supports the National Curriculum, Helps Develop Strong English Skills (DK 10 Minutes a Day)",DK Children 0-9,2014-01-16,43,223,4.211538461538462,12,2846,In Print,0.0,3000.0,2025-01-21,52.0,206.0,627.0,Low
9780241664810,Be More Japan: the art of Japanese living,DK Travel,2024-03-07,45,617,16.054054054054053,0,0,Reprinting,0.0,4000.0,2025-04-04,37.0,139.0,426.0,Low
9780241313633,The Sewing Book New Edition: Over 300 Step-by-Step Techniques,DK Life,2018-02-01,48,81,1.0,0,0,Out of Print,0.0,0.0,,79.0,247.0,676.0,High
9780241651292,The Creative Entrepreneur: A Guide to Building a Successful Creative Business from Industry Titans,DK Licensing,2025-02-06,41,539,4.556451612903226,4,900,In Print,0.0,0.0,,124.0,347.0,782.0,Low
9781409365419,"10 Minutes A Day Maths, Ages 5-7 (Key Stage 1): Supports the National Curriculum, Helps Develop Strong Maths Skills (DK 10 Minutes a Day)",DK Children 0-9,2013-01-17,46,442,8.458333333333334,0,4031,In Print,0.0,0.0,,48.0,193.0,572.0,Low
9780241676240,DK Top 10 Berlin (Pocket Travel Guide),DK Travel,2024-09-05,41,188,4.454545454545454,0,4063,In Print,0.0,0.0,,44.0,165.0,524.0,Low
9781728295350,Brutal Prince: A Dark Mafia Romance (Brutal Birthright),DK Other,2023-07-25,42,506,8.472727272727273,0,2366,In Print,0.0,0.0,,55.0,129.0,338.0,Low
9780241593387,"RHS Encyclopedia of Garden Design: Be Inspired to Plan, Build, and Plant Your Perfect Outdoor Space",DK Life,2023-09-07,40,204,6.264705882352941,1,1083,In Print,0.0,0.0,,34.0,138.0,441.0,Low
9780241657539,LEGO Minecraft Ideas: With Exclusive Mini Model (LEGO Ideas),DK Licensing,2024-06-06,46,748,18.025,0,6215,In Print,0.0,0.0,,40.0,147.0,431.0,Low
9780241440599,Stargazing for Beginners: Explore the Wonders of the Night Sky,DK Knowledge,2020-11-05,46,325,5.193548387096774,0,10,In Print,0.0,0.0,,62.0,212.0,600.0,Low
9780241467039,Ultimate Sticker Book Animals,DK Children 0-9,2021-01-07,38,480,7.467741935483871,3,2040,In Print,0.0,0.0,,62.0,268.0,1011.0,Low
9780241678992,DK Top 10 Singapore (Pocket Travel Guide),DK Travel,2024-11-07,39,275,4.416666666666667,1,4204,In Print,0.0,0.0,,60.0,214.0,664.0,Low
9780241676868,DK Top 10 Venice (Pocket Travel Guide),DK Travel,2024-09-05,45,218,4.215686274509804,0,3082,In Print,0.0,0.0,,51.0,200.0,580.0,Low
9780241675090,DK Paris (Travel Guide),DK Travel,2024-09-05,38,88,2.35,17,1336,In Print,0.0,0.0,,40.0,146.0,462.0,Low
9780241622025,DK Vietnam (Travel Guide),DK Travel,2023-10-05,44,305,6.2444444444444445,3,993,In Print,0.0,0.0,,45.0,171.0,537.0,Low
9780241601006,History of the World Map by Map (DK History Map by Map),DK Knowledge,2023-09-07,37,454,12.176470588235293,0,1797,In Print,0.0,3000.0,2025-04-21,34.0,139.0,443.0,Low
9780241185469,My First ABC,DK Children 0-9,2015-02-02,38,140,3.5365853658536586,0,2391,In Print,0.0,0.0,,41.0,165.0,501.0,Low
9780241182734,"Spelling, Punctuation & Grammar Made Easy, Ages 10-11 (Key Stage 2): Supports the National Curriculum, English Exercise Book (Made Easy Workbooks)",DK Children 0-9,2015-01-16,38,423,8.933333333333334,0,3318,In Print,0.0,0.0,,45.0,174.0,509.0,Low
9780241411117,Pop-Up Peekaboo! Baby Animals,DK Children 0-9,2020-02-06,38,932,28.0625,0,6239,In Print,0.0,0.0,,32.0,133.0,468.0,Low
9780241491621,Dinosaurs and Other Prehistoric Life (DK Children's Anthologies),DK Children 0-9,2021-09-16,43,542,8.59375,0,2352,In Print,0.0,0.0,,64.0,212.0,607.0,Low
9781728291437,Our Fault (Culpable),DK Other,2024-02-13,40,1115,20.775510204081634,0,11252,In Print,0.0,0.0,,49.0,158.0,414.0,Low
9780241664971,DK Top 10 Sicily (Pocket Travel Guide),DK Travel,2024-04-04,42,141,3.2142857142857144,13,298,In Print,0.0,3000.0,2025-02-13,42.0,147.0,472.0,Low
9781728277691,"A Touch of Chaos: A Dark and Enthralling Reimagining of the Hades and Persephone Myth: 7 (Hades x Persephone Saga, 7)",DK Other,2024-03-12,39,504,8.783333333333333,11,14026,In Print,0.0,0.0,,60.0,172.0,457.0,Low
9780241697115,"The Fermentation Kitchen: Recipes and Techniques for Kimchi, Kombucha, Koji and More",DK Life,2024-11-07,39,964,23.044444444444444,0,2955,In Print,0.0,0.0,,45.0,153.0,441.0,Low
9780241530498,"Mrs Wordsmith Phonics Blah Blah Blah Card Game, Ages 4-7 (Early Years and Key Stage 1): Accelerate Every Child’s Reading",DK Licensing,2021-09-23,41,648,18.61111111111111,0,4815,In Print,0.0,0.0,,36.0,159.0,514.0,Low
9781405393508,RSPB What's that Bird?: The Simplest ID Guide Ever (DK What's That?),DK Knowledge,2012-01-19,36,618,9.929824561403509,0,2702,In Print,0.0,0.0,,57.0,207.0,622.0,Low
